name,version,workspace,observedRuntimeImport,observedPrograms,observedSubpaths,entryTypeEvidence,typeStatusAtObservedImports,autoRefusalsAtObservedImports,parentContexts,typedParentContexts,ownDeclarationFiles,shippedTsFiles,shippedJsFiles,nativeAddonFiles,root,manifestSha256
@actions/core,1.11.1,False,True,redcode/redcode,@actions/core,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,8,0,8,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@actions+core@1.11.1/node_modules/@actions/core,31260da2deef1b7c355ca422fb7fa47d8ebdb6a54626dc39708f77a614bbf880
@actions/github,6.0.1,False,True,redcode/redcode,@actions/github | @actions/github/lib/context,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,5,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@actions+github@6.0.1/node_modules/@actions/github,0c766b1023a6418a66e232a10aa10dfbab1f29eeda6881def877965514e27589
@agentclientprotocol/sdk,0.21.0,False,True,redcode/redcode,@agentclientprotocol/sdk,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,10,0,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@agentclientprotocol+sdk@0.21.0+d6123d32214422cb/node_modules/@agentclientprotocol/sdk,27be9188a6d74f89f5715b8dfc48979b1c379a2968597cb12f92529781a13fe0
@ai-sdk/alibaba,1.0.17,False,True,redcode/lildax | redcode/redcode,@ai-sdk/alibaba,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,12,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+alibaba@1.0.17+d6123d32214422cb/node_modules/@ai-sdk/alibaba,84a228dbfc2a4feb1ce8052f09b7fe68a9524fef9a969115ef0ad76b5d25c76d
@ai-sdk/amazon-bedrock,4.0.166,False,True,redcode/lildax | redcode/redcode,@ai-sdk/amazon-bedrock/mantle | @ai-sdk/amazon-bedrock,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,8,32,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+amazon-bedrock@4.0.166+d6123d32214422cb/node_modules/@ai-sdk/amazon-bedrock,fd3615253f9f40b0f1777e968760f841bc801cf0d61aee2fb45114c209724508
@ai-sdk/anthropic,3.0.111,False,True,redcode/lildax | redcode/redcode,@ai-sdk/anthropic,type-surface-resolved-in-at-least-one-context,own-declarations,,7,7,5,37,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+anthropic@3.0.111+d6123d32214422cb/node_modules/@ai-sdk/anthropic,75821c16fdaa2b18c0331be7ffe2e514e6693f0e60c87dc35c9d48ef48420e44
@ai-sdk/azure,3.0.93,False,True,redcode/lildax | redcode/redcode,@ai-sdk/azure,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,5,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+azure@3.0.93+d6123d32214422cb/node_modules/@ai-sdk/azure,60574f475f7b3f9f6ecbd947f5dcfecb259b6182df6cf7fe236a530bea133d44
@ai-sdk/cerebras,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/cerebras,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,2,4,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cerebras@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/cerebras,a3f8626746a34b1c1c879f16f56ad871bc540f59d37cd50a5f2088c74e5b3d17
@ai-sdk/cerebras,2.0.60,False,True,redcode/redcode,@ai-sdk/cerebras,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,2,6,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cerebras@2.0.60+d6123d32214422cb/node_modules/@ai-sdk/cerebras,44ca719af8311d1c5c5810632469efc373dd0c46f50ba219089edc506982fdf1
@ai-sdk/cohere,3.0.27,False,True,redcode/lildax | redcode/redcode,@ai-sdk/cohere,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,16,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+cohere@3.0.27+d6123d32214422cb/node_modules/@ai-sdk/cohere,ecafd621db7272de1efe2612f6409fa49f037853cbf4d6ed74574a9463180d03
@ai-sdk/deepinfra,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/deepinfra,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+deepinfra@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/deepinfra,10f2c0dbd749a4c8d95323e0dc4249c36184d80876c5778544a3b8ad6656f828
@ai-sdk/gateway,3.0.104,False,True,redcode/lildax | redcode/redcode,@ai-sdk/gateway,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,2,36,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+gateway@3.0.104+d6123d32214422cb/node_modules/@ai-sdk/gateway,61711459ca2b6e21bc0b2b1e37017421788fbfbfce54eba33b3ee3450cbb4945
@ai-sdk/google,3.0.73,False,True,redcode/lildax | redcode/redcode,@ai-sdk/google,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,5,47,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+google@3.0.73+d6123d32214422cb/node_modules/@ai-sdk/google,9c0223bc5ef1aaba438d584af87bf874d93c08fea21911840799d73d8b97aacf
@ai-sdk/google-vertex,4.0.181,False,True,redcode/lildax | redcode/redcode,@ai-sdk/google-vertex | @ai-sdk/google-vertex/anthropic,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,23,38,16,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+google-vertex@4.0.181+681b88a6fb77e557/node_modules/@ai-sdk/google-vertex,69bd4c8109c62d35f4ff08a69d0b9a4eea11557a047783177f0408a142ae2f76
@ai-sdk/groq,3.0.31,False,True,redcode/lildax | redcode/redcode,@ai-sdk/groq,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,18,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+groq@3.0.31+d6123d32214422cb/node_modules/@ai-sdk/groq,62477d1003bfdd0a38b8d1a19428cd20aa6363da5d49e58ef5a1ca356feac1dc
@ai-sdk/mistral,3.0.51,False,True,redcode/lildax | redcode/redcode,@ai-sdk/mistral,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,16,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+mistral@3.0.51+d6123d32214422cb/node_modules/@ai-sdk/mistral,1d66bab7336c123d8b070dcfd703f8bf74973b576d3b421fba14112533b7c75f
@ai-sdk/openai,3.0.88,False,True,redcode/lildax | redcode/redcode,@ai-sdk/openai,type-surface-resolved-in-at-least-one-context,own-declarations,,5,5,5,56,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai@3.0.88+d6123d32214422cb/node_modules/@ai-sdk/openai,ed492338ed3a3f91b2f61d852a1d1a9da11a05b9d48f8efdc2663a9913b1bf38
@ai-sdk/openai-compatible,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/openai-compatible,type-surface-resolved-in-at-least-one-context,own-declarations,,5,5,5,25,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+openai-compatible@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/openai-compatible,d55bf0bda631ae36984a8237dff03f5cffec27428de5305f4f2d7556c2cb8767
@ai-sdk/perplexity,3.0.26,False,True,redcode/lildax | redcode/redcode,@ai-sdk/perplexity,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+perplexity@3.0.26+d6123d32214422cb/node_modules/@ai-sdk/perplexity,7332ca608364c45b3916855951a98f64953bf4d2e8620a0c0616a3f437f63f86
@ai-sdk/provider,3.0.8,False,True,redcode/lildax | redcode/redcode,@ai-sdk/provider,type-surface-resolved-in-at-least-one-context,own-declarations,,22,22,2,133,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider@3.0.8/node_modules/@ai-sdk/provider,dbb3c1855b5dd36804d968b962521bd424511b070ce72233dc83f46ffa30750d
@ai-sdk/provider-utils,4.0.23,False,True,redcode/lildax | redcode/redcode,@ai-sdk/provider-utils,type-surface-resolved-in-at-least-one-context,own-declarations,,6,6,5,108,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+provider-utils@4.0.23+d6123d32214422cb/node_modules/@ai-sdk/provider-utils,b061caf50f432fef4e0a6f21eb9c43d7fae308ac1c07ecf638af0fd13504cddb
@ai-sdk/togetherai,2.0.41,False,True,redcode/lildax | redcode/redcode,@ai-sdk/togetherai,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,11,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+togetherai@2.0.41+d6123d32214422cb/node_modules/@ai-sdk/togetherai,731dea10682493fc9e4347df42a2d4960f95e089f4204520315246efa482d64a
@ai-sdk/vercel,2.0.39,False,True,redcode/lildax | redcode/redcode,@ai-sdk/vercel,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,2,4,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+vercel@2.0.39+d6123d32214422cb/node_modules/@ai-sdk/vercel,917bbf600a30b3914c42ceecec3503a7bd09504bea7c42f974638bec062ac498
@ai-sdk/xai,3.0.102,False,True,redcode/lildax | redcode/redcode,@ai-sdk/xai,type-surface-resolved-in-at-least-one-context,own-declarations,,4,4,2,34,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ai-sdk+xai@3.0.102+d6123d32214422cb/node_modules/@ai-sdk/xai,a1c1e48a0a756840a913ebf431c0728d6a6b6ae0f248020b2a5f20cabe291832
@aws-sdk/credential-providers,3.1057.0,False,True,redcode/lildax | redcode/redcode,@aws-sdk/credential-providers,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,38,0,38,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@aws-sdk+credential-providers@3.1057.0/node_modules/@aws-sdk/credential-providers,b3b94876db0220d2b7e43f6daf55f07a1fc11aef7c88606fbc50dcbb5b7630d8
@clack/prompts,1.0.0-alpha.1,False,True,redcode/redcode,@clack/prompts,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,1,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@clack+prompts@1.0.0-alpha.1/node_modules/@clack/prompts,78e4a5869431c463b44f8c8ce049c0c6e387d3265b12de79c678007da940acc9
@clack/prompts,1.7.0,False,True,red-skills/dev | red-skills/castle-mcp | red-skills/rsp,@clack/prompts,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,1,0,1,0,/home/cyber/Work/reddb.io/red-skills/node_modules/.pnpm/@clack+prompts@1.7.0/node_modules/@clack/prompts,94428ab2d003e96b494eb3a772e1dc26f80126bdf7dbb1b54b55c5f9373daea5
@deepseek-ai/cordis,4.0.1,False,True,redcode/lildax | redcode/redcode,@deepseek-ai/cordis,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,9,9,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@deepseek-ai+cordis@4.0.1/node_modules/@deepseek-ai/cordis,905ee8bf60012c7b87386466d89de3eb42eeb5dca5752f840efa4602d35bd609
@deepseek-ai/cosmokit,1.8.2,False,True,redcode/redcode,@deepseek-ai/cosmokit,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,6,6,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@deepseek-ai+cosmokit@1.8.2/node_modules/@deepseek-ai/cosmokit,492373fe08ca0acb4050e210c9ccd68cc839929d95babe9a8eae7b29aa3574e1
@effect/opentelemetry,4.0.0-beta.83,False,True,redcode/lildax | redcode/redcode,@effect/opentelemetry/NodeSdk | @effect/opentelemetry/Tracer,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,10,10,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@effect+opentelemetry@4.0.0-beta.83+38644556584c069d/node_modules/@effect/opentelemetry,635d2c6673a635e7d26ce5d71dee47b0f66401293955d75e3ee37883237d77a9
@effect/platform,0.95.0,False,True,red-skills/dev | red-skills/castle-mcp | red-skills/rsp,@effect/platform | @effect/platform/Error,type-surface-resolved-in-at-least-one-context,own-declarations,,9,9,92,92,184,0,/home/cyber/Work/reddb.io/red-skills/node_modules/.pnpm/@effect+platform@0.95.0_effect@3.22.0/node_modules/@effect/platform,f449719458db654a81cfe62b6200ce7607f7e0ec086ee28285e8d1135a1b221e
@effect/platform-node,0.105.0,False,True,red-skills/dev | red-skills/castle-mcp | red-skills/rsp,@effect/platform-node,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,30,30,60,0,/home/cyber/Work/reddb.io/red-skills/node_modules/.pnpm/@effect+platform-node@0.105.0_@effect+cluster@0.57.0_@effect+platform@0.95.0_effect@3.2_e83505b9f5dc5442e37cfa6363e53041/node_modules/@effect/platform-node,ceb301ba6f97920f754e2951d30341c5621f67ff71433a2aec1ce1379aeaa472
@effect/platform-node,4.0.0-beta.83,False,True,redcode/lildax | redcode/redcode,@effect/platform-node/NodeRuntime | @effect/platform-node/NodeServices | @effect/platform-node | @effect/platform-node/NodePath,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,26,26,26,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@effect+platform-node@4.0.0-beta.83+4eb9af1649c03d06/node_modules/@effect/platform-node,ede72ec8e3577ecaac6ffd1767f97f61b1add848a33498956bef656d9d2b53b8
@ff-labs/fff-bun,0.9.4,False,True,redcode/lildax | redcode/redcode,@ff-labs/fff-bun,type-surface-resolved-in-at-least-one-context,TypeScript-source,,2,2,1,10,0,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ff-labs+fff-bun@0.9.4/node_modules/@ff-labs/fff-bun,c801d1c3a6dfa93fad139adbdf47ce8efe4d5883a6b35e0a56d06e868e531be8
@modelcontextprotocol/sdk,1.29.0,False,True,red-skills/castle-mcp | red-skills/code-nav | red-skills/memory-mcp | red-skills/brain | red-skills/brain-mcp,@modelcontextprotocol/sdk/client/index.js | @modelcontextprotocol/sdk/client/stdio.js | @modelcontextprotocol/sdk/types.js | @modelcontextprotocol/sdk/server/mcp.js | @modelcontextprotocol/sdk/server/stdio.js | @modelcontextprotocol/sdk/server/index.js,type-surface-resolved-in-at-least-one-context,own-declarations,,4,0,168,0,168,0,/home/cyber/Work/reddb.io/red-skills/node_modules/.pnpm/@modelcontextprotocol+sdk@1.29.0_zod@3.25.76/node_modules/@modelcontextprotocol/sdk,7ab20eba8fee70f316516b5b3fc45837294caee7e4dd36f2a1593210b0f003ac
@modelcontextprotocol/sdk,1.29.0,False,True,redcode/lildax | redcode/redcode,@modelcontextprotocol/sdk/client/index.js | @modelcontextprotocol/sdk/client/stdio.js | @modelcontextprotocol/sdk/client/streamableHttp.js | @modelcontextprotocol/sdk/client/sse.js | @modelcontextprotocol/sdk/client/auth.js | @modelcontextprotocol/sdk/types.js | @modelcontextprotocol/sdk/shared/auth.js,type-surface-resolved-in-at-least-one-context,own-declarations,,2,0,168,0,168,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@modelcontextprotocol+sdk@1.29.0+759ce506b1ed1a42/node_modules/@modelcontextprotocol/sdk,7ab20eba8fee70f316516b5b3fc45837294caee7e4dd36f2a1593210b0f003ac
@npmcli/arborist,9.4.0,False,True,redcode/lildax | redcode/redcode,@npmcli/arborist,type-surface-resolved-in-at-least-one-context,external-types,"its declared types come from a third-party @types package, not the package itself",1,1,0,0,59,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@npmcli+arborist@9.4.0+759ce506b1ed1a42/node_modules/@npmcli/arborist,686aa410dcf659738951564f128077b16bd0b21f170229ffd566a35f5a28dc10
@npmcli/config,10.8.1,False,True,redcode/lildax | redcode/redcode,@npmcli/config | @npmcli/config/lib/definitions/index.js,js-or-native-no-declaration-found,no-declaration-resolved,it ships no own .d.ts declaration surface,1,0,0,0,12,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@npmcli+config@10.8.1/node_modules/@npmcli/config,df0db08dd94766121ae35bf4e9ef0c795b779c476297387e60ff39eebcd0ff0f
@npmcli/map-workspaces,5.0.3,False,True,redcode/redcode,@npmcli/map-workspaces,js-or-native-no-declaration-found,no-declaration-resolved,it ships no own .d.ts declaration surface,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@npmcli+map-workspaces@5.0.3/node_modules/@npmcli/map-workspaces,4e5e0897f2ba236dbb738a523c4d95139cd9cc12acfeeb3aaa546464397bb994
@npmcli/package-json,7.0.5,False,True,redcode/redcode,@npmcli/package-json,type-surface-resolved-in-at-least-one-context,external-types,"its declared types come from a third-party @types package, not the package itself",5,5,0,0,9,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@npmcli+package-json@7.0.5/node_modules/@npmcli/package-json,9441c601599b8b032ec8c58c786d443849dbb91c992ab05af9bc6b0ca90e6c55
@octokit/graphql,9.0.2,False,True,redcode/redcode,@octokit/graphql,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,6,0,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@octokit+graphql@9.0.2/node_modules/@octokit/graphql,524c7f0cfa686d16e9a5fed958bbb1b9e0a7ae51330dda9a11cc3caa0eee3b97
@octokit/rest,22.0.0,False,True,redcode/redcode,@octokit/rest,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,2,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@octokit+rest@22.0.0/node_modules/@octokit/rest,3221d9ad95e00595204d9bde001011bb0df325c5a451ef27d44bffe7ac6ce2e1
@octokit/webhooks-types,7.6.1,False,False,redcode/redcode,@octokit/webhooks-types,type-surface-resolved-in-at-least-one-context,own-declarations,no runtime JS entry resolves,0,0,1,0,0,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@octokit+webhooks-types@7.6.1/node_modules/@octokit/webhooks-types,882b1d1450d11c03b3c77986cff7390f616498a41f8b99231a1ec7344b814a2f
@openrouter/ai-sdk-provider,2.9.0,False,True,redcode/lildax | redcode/redcode,@openrouter/ai-sdk-provider,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,4,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@openrouter+ai-sdk-provider@2.9.0+8804bef819b3813f/node_modules/@openrouter/ai-sdk-provider,0d3fa5fe8bda5b42704ea4bdd6d7a0f98460b89174cddf880122e93ad5065c6b
@opentelemetry/api,1.9.0,False,True,redcode/lildax | redcode/redcode,@opentelemetry/api,type-surface-resolved-in-at-least-one-context,own-declarations,,16,16,213,0,213,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentelemetry+api@1.9.0/node_modules/@opentelemetry/api,cfa6a06e9bbf5086120c2e77665cbeb6dd04e7344858c011bf1e55330da88c32
@opentelemetry/context-async-hooks,2.6.1,False,True,redcode/lildax | redcode/redcode,@opentelemetry/context-async-hooks,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,5,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentelemetry+context-async-hooks@2.6.1+460773ef8ff1e07c/node_modules/@opentelemetry/context-async-hooks,b74be212a0595d62a3a91d2db8ce38525ae26cc8cdc1572650d9eb72828938ba
@opentelemetry/exporter-trace-otlp-http,0.214.0,False,True,redcode/lildax | redcode/redcode,@opentelemetry/exporter-trace-otlp-http,type-surface-resolved-in-at-least-one-context,own-declarations,,2,2,21,0,21,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentelemetry+exporter-trace-otlp-http@0.214.0+460773ef8ff1e07c/node_modules/@opentelemetry/exporter-trace-otlp-http,3381b8f00e6d415be6e4771396d6d938d29fcd0a8572ea980a3ef557dea04233
@opentelemetry/sdk-trace-base,2.6.1,False,True,redcode/lildax | redcode/redcode,@opentelemetry/sdk-trace-base,type-surface-resolved-in-at-least-one-context,own-declarations,,6,6,102,0,102,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentelemetry+sdk-trace-base@2.6.1+460773ef8ff1e07c/node_modules/@opentelemetry/sdk-trace-base,d38cf1119bce31eea637326887300887cbf7c07f31e0b728c7c955ba1ddbc887
@opentui/core,0.4.5,False,True,redcode/lildax | redcode/redcode,@opentui/core,type-surface-resolved-in-at-least-one-context,own-declarations,,7,7,129,0,19,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentui+core@0.4.5+2240c214a0f33214/node_modules/@opentui/core,1b8c6c886acdf6e3b696d8f2b5ed36e3a72798c4c525fd502b732dbb3a36801e
@opentui/keymap,0.4.5,False,True,redcode/lildax | redcode/redcode,@opentui/keymap/extras | @opentui/keymap | @opentui/keymap/opentui | @opentui/keymap/addons/opentui | @opentui/keymap/solid | @opentui/keymap/runtime-modules,type-surface-resolved-in-at-least-one-context,own-declarations,,3,3,67,0,13,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentui+keymap@0.4.5+7d6e87549fe33b7e/node_modules/@opentui/keymap,963acbac169a1ecccfe545b035585fe614eb1b0ccd046f696ce29532f2def0f4
@opentui/solid,0.4.5,False,True,redcode/lildax | redcode/redcode,@opentui/solid | @opentui/solid/components | @opentui/solid/runtime-plugin-support/configure,type-surface-resolved-in-at-least-one-context,own-declarations,,6,6,23,0,14,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@opentui+solid@0.4.5+b9027845aeff97b0/node_modules/@opentui/solid,85ff0980ee422074de51135e87bfd6a5ed9c345c8955cd267242a051abf12a06
@parcel/watcher,2.5.1,False,True,redcode/lildax | redcode/redcode,@parcel/watcher/wrapper | @parcel/watcher,type-surface-resolved-in-at-least-one-context,no-declaration-resolved | own-declarations,it ships no own .d.ts declaration surface,3,3,1,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@parcel+watcher@2.5.1/node_modules/@parcel/watcher,f9e24627c11385d6a28efad5fc500dd395fe85f20f35e96b28a32f75f0bf3eaa
@reddb-io/build-info,3.3.6,True,True,red-skills/dev | red-skills/castle-mcp | red-skills/code-nav | red-skills/memory | red-skills/memory-mcp | red-skills/brain | red-skills/brain-mcp | red-skills/rsp | red-skills/redskilled | red-skills/benchmark-memory | red-skills/benchmark-code-understanding | red-skills/opencode-host,@reddb-io/build-info,workspace,own-declarations,,9,9,1,0,1,0,/home/cyber/Work/reddb.io/red-skills/packages/build-info,aa1d1c0dc257db717006b549c06d543c2686c062d9afe4074b520a4174473c6f
@reddb-io/multi-rpc,0.29.6,False,True,redcode/lildax | redcode/redcode,@reddb-io/multi-rpc,type-surface-resolved-in-at-least-one-context,own-declarations,,1,1,1,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@reddb-io+multi-rpc@0.29.6/node_modules/@reddb-io/multi-rpc,9cd566be7bddf6c1e751cec33e65b60510d1b181853388b24f7f3216c2d37278
@reddb-io/red-castle,0.11.0,True,True,red-skills/dev | red-skills/castle-mcp | red-skills/rsp,@reddb-io/red-castle | @reddb-io/red-castle/engine | @reddb-io/red-castle/sandboxes/no-sandbox | @reddb-io/red-castle/sandboxes/docker | @reddb-io/red-castle/sandboxes/podman | @reddb-io/red-castle/mcp-server,workspace,TypeScript-source,,2,2,0,236,3,0,/home/cyber/Work/reddb.io/red-skills/packages/red-castle,9a89c611628b7ec24b78d2aff74382aadd6360b73aa97206483c4b88760bd954
@reddb-io/redcode-client,1.18.21,True,True,redcode/redcode,@reddb-io/redcode-client,workspace,TypeScript-source,,1,1,1,15,0,0,/home/cyber/Work/reddb.io/redcode/packages/client,803686bc6dba5228331f3c0f8f238d84b85086bbd893c1b160a91a297c5492c5
@reddb-io/redcode-codemode,1.18.18,True,True,redcode/redcode,@reddb-io/redcode-codemode,workspace,TypeScript-source,,1,1,1,32,0,0,/home/cyber/Work/reddb.io/redcode/packages/codemode,c82d46cc72bf43dc3a78fa0001f1e26ee5390b81e1d191ff5f2836ae624af861
