name,version,workspace,observedRuntimeImport,observedPrograms,observedSubpaths,entryTypeEvidence,typeStatusAtObservedImports,autoRefusalsAtObservedImports,parentContexts,typedParentContexts,ownDeclarationFiles,shippedTsFiles,shippedJsFiles,nativeAddonFiles,root,manifestSha256
@babel/helper-module-imports,7.29.7,False,False,,,js-or-native-no-declaration-found,,,3,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-module-imports@7.29.7+759ce506b1ed1a42/node_modules/@babel/helper-module-imports,fa2e7c54b6b86e250770f9b2703571bcff0c8166995e01c756539745859fedb7
@babel/helper-compilation-targets,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,7,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-compilation-targets@7.29.7/node_modules/@babel/helper-compilation-targets,6ac5b42b124c964fb3c0feed98cd2c13aaf5c5827021374db6884bab91f206d2
yallist,3.1.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/yallist@3.1.1/node_modules/yallist,27699a6415a43f128c0e8ddcd5bf6e265f6cf3a581a9d959c11b977244fadc34
node-releases,2.0.46,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/node-releases@2.0.46/node_modules/node-releases,37f13b708306af46883a9a2cf0cc99b2b6a58cd905f24088c161d0d253f7a754
electron-to-chromium,1.5.364,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/electron-to-chromium@1.5.364/node_modules/electron-to-chromium,7cdf7f2b73e27590b56530ed0679333dfbbda5e4c571ef074ff1b65a544e9858
caniuse-lite,1.0.30001793,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,836,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/caniuse-lite@1.0.30001793/node_modules/caniuse-lite,646e87c588f0240b4cf0aa95f621ab51b2c3c4c8e67cecba682ced3b30c241b2
@babel/helper-validator-option,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-validator-option@7.29.7/node_modules/@babel/helper-validator-option,b2d7eca451e536f18f4757a54be48df604385ad978508e32ce8f2edb4973f257
@babel/compat-data,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+compat-data@7.29.7/node_modules/@babel/compat-data,a871a1f7397a91d00f877751ab2da88904ff1dd30c5bb4ab2e5badd9f3adf6d4
babel-plugin-jsx-dom-expressions,0.40.7,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/babel-plugin-jsx-dom-expressions@0.40.7+e33be1330ecc2599/node_modules/babel-plugin-jsx-dom-expressions,d600b4b1105197833d7ab681c976cb32c8f6e3aad6075b9e7a269007b9d0e59d
@babel/plugin-syntax-jsx,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-syntax-jsx@7.29.7+e33be1330ecc2599/node_modules/@babel/plugin-syntax-jsx,0837c35659148215b2804bfb7581486a66a11c4bf6ea7d4a7dd09a16b9968bad
@babel/helper-plugin-utils,7.29.7,False,False,,,js-or-native-no-declaration-found,,,8,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-plugin-utils@7.29.7/node_modules/@babel/helper-plugin-utils,2ce650d5c6bd8c1d1111ada7f39de65c48c227c25af74031493a377eb9fc3691
@babel/helper-module-imports,7.18.6,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-module-imports@7.18.6/node_modules/@babel/helper-module-imports,7de6960fa01aebae6c23566b1b7714e08a986e2b6c4005e60a9d07b799a83df7
babel-plugin-module-resolver,5.0.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,9,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/babel-plugin-module-resolver@5.0.2/node_modules/babel-plugin-module-resolver,5863fe41037b54aa8b00f4f009b2d690520bf5c27ffefaad24c77be5f6454afc
resolve,1.22.12,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,73,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/resolve@1.22.12/node_modules/resolve,e4f9221a50e017b41b7c5c286f257108b2496327d10ccaf2a460592849e756dc
supports-preserve-symlinks-flag,1.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/supports-preserve-symlinks-flag@1.0.0/node_modules/supports-preserve-symlinks-flag,aef0ae2d21ae9181d8702c2063ce0ee274ba1063e5312e4baab5673aa6d4d5db
path-parse,1.0.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/path-parse@1.0.7/node_modules/path-parse,9c680ecfd322afe056b4ccbfdb6c7043342276903f017c0a29b77c3926790d13
is-core-module,2.16.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/is-core-module@2.16.2/node_modules/is-core-module,49d7841f3d48b2a09473b294a720b857d4450b10f4858d509edacb443555312e
function-bind,1.1.2,False,False,,,js-or-native-no-declaration-found,,,3,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/function-bind@1.1.2/node_modules/function-bind,edb1c4faf4148e6e3d74ed8dbac1a1dc359a647ff4207aad4851396dc7a3559a
fs.realpath,1.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/fs.realpath@1.0.0/node_modules/fs.realpath,2985019b1b3cf5894df9b831816f7b480833931da982489e3a98c346ce7da897
find-babel-config,2.1.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/find-babel-config@2.1.2/node_modules/find-babel-config,9b8e87a8e4e61844eea867c0fcc3196644a3eaf1f861654c68bc74cc52f5ed82
@babel/preset-typescript,7.27.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+preset-typescript@7.27.1+e33be1330ecc2599/node_modules/@babel/preset-typescript,3fec320a12234902bb37c607febb4810c463526e16932ed50d3f06dbb1f23a14
@babel/plugin-transform-typescript,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-transform-typescript@7.29.7+e33be1330ecc2599/node_modules/@babel/plugin-transform-typescript,9988bb94d4b39d69433fde46f724d589881f0f7d621f99595f00e17034aad90e
@babel/plugin-syntax-typescript,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-syntax-typescript@7.29.7+e33be1330ecc2599/node_modules/@babel/plugin-syntax-typescript,b0e1f617ded02fff4bd37f96777124b2bcf1afbe72d397be0e5924345f610de1
@babel/helper-skip-transparent-expression-wrappers,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-skip-transparent-expression-wrappers@7.29.7+759ce506b1ed1a42/node_modules/@babel/helper-skip-transparent-expression-wrappers,6a8c48a2c0e7f81b1f854e69bae96c9bae8eb45b3a8c7757731e940d8f16dc85
@babel/helper-create-class-features-plugin,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,7,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-create-class-features-plugin@7.29.7+e33be1330ecc2599/node_modules/@babel/helper-create-class-features-plugin,98c59534f872c577c3c03aec98bde276cc356b850c3894a96fdfa6e65460b020
@babel/helper-replace-supers,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-replace-supers@7.29.7+e33be1330ecc2599/node_modules/@babel/helper-replace-supers,db3dc19e66e98de4d12d83e03a83e616a561d2f687041bce5fc0b1780d8f221c
@babel/helper-optimise-call-expression,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-optimise-call-expression@7.29.7/node_modules/@babel/helper-optimise-call-expression,1f6548d17784a2ce269838cb2defb20a7ac1d144feb40bcd626743c2c060f3b8
@babel/helper-member-expression-to-functions,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-member-expression-to-functions@7.29.7+759ce506b1ed1a42/node_modules/@babel/helper-member-expression-to-functions,89324fc5a5f7afc823c8334352336f8cca5982340aa9f2ae09843c29ef5e836a
@babel/helper-annotate-as-pure,7.29.7,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-annotate-as-pure@7.29.7/node_modules/@babel/helper-annotate-as-pure,2fb83cc5029a69241bc3005b23e67e69d77cee3aa73f42e75d9177e5c125e266
@babel/plugin-transform-modules-commonjs,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-transform-modules-commonjs@7.29.7+e33be1330ecc2599/node_modules/@babel/plugin-transform-modules-commonjs,3e66eb961bea7dd63197fc42d60f65a679e5ea480535368a0bc3a318ed216274
mime-db,1.54.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/mime-db@1.54.0/node_modules/mime-db,33bdbb99915697ac01df12490b9d479a55529123842e67975e6d76d0010aa142
strip-bom-string,1.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/strip-bom-string@1.0.0/node_modules/strip-bom-string,c2934f71a799371c0c9ccf45b083361764a9156a8ec3e5bf294bc49be6928027
section-matter,1.0.0,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/section-matter@1.0.0/node_modules/section-matter,2ae4b7a0764c94801ac69852166e662299e7a024a44a95ad187c01207c117b7a
kind-of,6.0.3,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/kind-of@6.0.3/node_modules/kind-of,0710f74718210573ae878c0a733775d2ad9e9d5a5053f0521cbf9347a39a01ec
extend-shallow,2.0.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/extend-shallow@2.0.1/node_modules/extend-shallow,c9c30569136a689a038356c1e4a5bb711f3520407d364cd96381ab009a8cd985
is-extendable,0.1.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/is-extendable@0.1.1/node_modules/is-extendable,eb1fccd73d67e1f2356e1b17df7dc0f235d3d98b4a11c7430e3e476fd410d535
esprima,4.0.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/esprima@4.0.1/node_modules/esprima,860df2e62153db26b370badf352d95edbf18e1eb54bdc2a479429b97155205b2
argparse,1.0.10,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,23,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/argparse@1.0.10/node_modules/argparse,48b848e56c31eda738f76fb8573ae1fe0012c4b1ec9d9cfe8783517a142e9531
sprintf-js,1.0.3,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/sprintf-js@1.0.3/node_modules/sprintf-js,f7ed5a0dc9b4c939e92be6acdf3bd83abc3d7e5def9c1307f3c9f53bd7cb2f8c
sqlstring,2.3.3,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/sqlstring@2.3.3/node_modules/sqlstring,87e9a06076225ed5845adf1a481a8628da793e151adfe850316f9e6c40c222c1
seq-queue,0.0.5,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/seq-queue@0.0.5/node_modules/seq-queue,cc2c3b2cfd2236ca0c963f25b28f608b4b60b8021511a60fb50db5e3c2d195b1
named-placeholders,1.1.6,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/named-placeholders@1.1.6/node_modules/named-placeholders,0b44a6c87dc2784ab7f3ad4ab5af2cd6a3a46128182cdf0fdc3b930175e14004
safer-buffer,2.1.2,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/safer-buffer@2.1.2/node_modules/safer-buffer,4247a3a63c45a6a7ced1557fe4dd9d2a163af4915d594b95e5867b69a53edb52
generate-function,2.3.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/generate-function@2.3.1/node_modules/generate-function,1726f2afc0c63cf76c6476efd8d2f581c238274dab10bc99137ca5bcde22747b
is-property,1.0.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/is-property@1.0.2/node_modules/is-property,333f5b8f801c13729b10aa319d5ef3341183ea6966d1b6191c2ae24a50eada22
shebang-command,2.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/shebang-command@2.0.0/node_modules/shebang-command,44de390ae5ed6c5f9758b8b9c90b93fa53977d5361731600429f1de08f4b3f30
strip-final-newline,3.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/strip-final-newline@3.0.0/node_modules/strip-final-newline,090b5dd0e31fd9277baf0e629aff42c0d45110137fe66b35551c65b11568fb15
merge-stream,2.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/merge-stream@2.0.0/node_modules/merge-stream,2b73a84c1b323ff92c14604a42f9e2eef8bae799a0d7cd8fb392c45c47d3513f
loose-envify,1.4.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/loose-envify@1.4.0/node_modules/loose-envify,8c2e27dae366396ced36fe0f7c6d35d71a1440fd8e82df5f2005a5297888a0d4
@ungap/structured-clone,1.3.1,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,11,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@ungap+structured-clone@1.3.1/node_modules/@ungap/structured-clone,552a53efb9a9b51ef57811ab09cec601e3566759bdb024b513bb12e9eea45b31
react-dom,19.2.8,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,40,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/react-dom@19.2.8+5e44392892a7cd3e/node_modules/react-dom,7c82f0967114d4b5d38b1f07e543af87c9919e8d3243f9604004819319cb2200
react-dom,19.2.8,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,40,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/react-dom@19.2.8+0f58469d5b3bd39f/node_modules/react-dom,7c82f0967114d4b5d38b1f07e543af87c9919e8d3243f9604004819319cb2200
@swc/helpers,0.5.23,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,328,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@swc+helpers@0.5.23/node_modules/@swc/helpers,10ee79b75759afbf8cfa2b8e5a2eff946c487143e935fc31b2433aa68be84596
source-map-support,0.5.21,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/source-map-support@0.5.21/node_modules/source-map-support,f54089d5208d092e8bebc7547a3bd2dc35d27668717158bfc3562c55ec4861bf
buffer-from,1.1.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/buffer-from@1.1.2/node_modules/buffer-from,f7cde31d1db3e71738045206397d472e1f12513643ba4b9fd60ea337f22b1e3f
lightningcss-linux-x64-musl,1.30.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/lightningcss-linux-x64-musl@1.30.1/node_modules/lightningcss-linux-x64-musl,a4715dc0310885e5c5192b543ebd4e9f8b6a8223a0124c323600f6a15328b964
lightningcss-linux-x64-gnu,1.30.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/lightningcss-linux-x64-gnu@1.30.1/node_modules/lightningcss-linux-x64-gnu,5a0828631dae02f1e2896770a2e7b1ad925c63a4108669c3ab7aabe8bf258977
picomatch,4.0.4,False,False,,,js-or-native-no-declaration-found,,,3,0,0,0,7,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/picomatch@4.0.4/node_modules/picomatch,b8deb10b4e1f7cc2fe8236a70995f4c6b5ec3ecf93f02f2b6427a8600d2c1d20
@rollup/rollup-linux-x64-musl,4.60.4,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@rollup+rollup-linux-x64-musl@4.60.4/node_modules/@rollup/rollup-linux-x64-musl,fe5adf440b6ea36943039987e3d04f20a93758f447ba2eba6313cc1f47e0a1a0
@rollup/rollup-linux-x64-gnu,4.60.4,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@rollup+rollup-linux-x64-gnu@4.60.4/node_modules/@rollup/rollup-linux-x64-gnu,9cdeafa85184306d8a20d11b4caa4f65b47630132860389d008a2e5fae720468
@esbuild/linux-x64,0.25.12,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64,fdf02f1b53a4651a3eea731e2ad0a9c7d4fd8646430a5935d551e610e8d469fc
min-indent,1.0.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/min-indent@1.0.1/node_modules/min-indent,3564f623842952c2b51a77b2f31a1e00ea245ba6b31f9f9d59a3c0c1afd5b215
css.escape,1.5.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/css.escape@1.5.1/node_modules/css.escape,77766896bc04668e5777b54038a30ba198cc1eb317c1675e29781d67499e6055
babel-preset-solid,1.9.12,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/babel-preset-solid@1.9.12+c2fc9f73562d180f/node_modules/babel-preset-solid,8713d5a4d0f15d13ba58c21dbb93f2e5bbfbb7d74b3e2f11c13e3811b50931c9
@babel/helper-module-transforms,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,7,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+helper-module-transforms@7.29.7+4c394a5bacf971ee/node_modules/@babel/helper-module-transforms,4f5010bdec7a80d93d84a1ecff8fbdd0a9a865f1bd22ceb5b0215a07255de3b3
babel-plugin-jsx-dom-expressions,0.40.7,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/babel-plugin-jsx-dom-expressions@0.40.7+4c394a5bacf971ee/node_modules/babel-plugin-jsx-dom-expressions,d600b4b1105197833d7ab681c976cb32c8f6e3aad6075b9e7a269007b9d0e59d
@babel/plugin-syntax-jsx,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-syntax-jsx@7.29.7+4c394a5bacf971ee/node_modules/@babel/plugin-syntax-jsx,0837c35659148215b2804bfb7581486a66a11c4bf6ea7d4a7dd09a16b9968bad
ssh2,1.16.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,39,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/ssh2@1.16.0/node_modules/ssh2,9317386645e58bdf87a8159d84e320ce51043f652ac998ab9eba69959bd56219
nan,2.28.0,False,False,,,js-or-native-no-declaration-found,,,2,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/nan@2.28.0/node_modules/nan,f22a41f3c47eeb15df9fe604b7336f7488027c10f92cff60df4e0a853eb1ccce
cpu-features,0.0.10,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/cpu-features@0.0.10/node_modules/cpu-features,c47e0020f5434c5b87b7a108c07fd7042656c2524ca2387c4b132adde52fa985
buildcheck,0.0.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/buildcheck@0.0.7/node_modules/buildcheck,8595d74bff1913518d2a2f9205edd42ab9392f51479a195df5a1cd0996d9ac62
bcrypt-pbkdf,1.0.2,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/bcrypt-pbkdf@1.0.2/node_modules/bcrypt-pbkdf,06fc161a503054580e1e975c384436da3901ee5c6cbd9a29454947c669fe8890
asn1,0.2.6,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/asn1@0.2.6/node_modules/asn1,9931ef8d2e8857b7be3cc1fb13af4c943165046fe66337a8d7fec50fee8a5764
uhyphen,0.2.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/uhyphen@0.2.0/node_modules/uhyphen,5909de06aab4c4a969deb4c758541f5ec0584a651160f00fbbf73998d591024a
html-escaper,3.0.3,False,False,,,js-no-declarations-jsdoc-candidate,,,1,0,0,0,5,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/html-escaper@3.0.3/node_modules/html-escaper,d9417e798be1f2f1183ee86e7c32e144f531c373afb19002d4e2f2faeb4214ab
cssom,0.5.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,23,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/cssom@0.5.0/node_modules/cssom,f9babfc8744f2ed28a3661c14d6d8a0a015bdf437c52f996f5cc6111cb400237
gifenc,1.0.3,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/gifenc@1.0.3/node_modules/gifenc,4f2e8d4abc4e3f421211778eb43f915da3a8330cbe607dba8b7004357e08bfc9
react-refresh,0.17.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,6,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/react-refresh@0.17.0/node_modules/react-refresh,c042bac77d19e7de2c7afca47f6d833eba942da2501138b00e0ec74865f44001
@babel/plugin-transform-react-jsx-source,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-transform-react-jsx-source@7.29.7+4c394a5bacf971ee/node_modules/@babel/plugin-transform-react-jsx-source,30c834a7aa33625c91ced60574ee63683be157a0d7c5dc3df627b290dcb0f215
@babel/plugin-transform-react-jsx-self,7.29.7,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@babel+plugin-transform-react-jsx-self@7.29.7+4c394a5bacf971ee/node_modules/@babel/plugin-transform-react-jsx-self,f0924b0a894912d8a0a4d3d8e5d58180955d64816645a1f23d86efdf76531737
@parcel/watcher-linux-x64-musl,2.5.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@parcel+watcher-linux-x64-musl@2.5.1/node_modules/@parcel/watcher-linux-x64-musl,b3f4324da03ba9243375bae12cc221da4bfbd35960bec85383274f8c7e39b1c5
@parcel/watcher-linux-x64-glibc,2.5.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,0,1,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@parcel+watcher-linux-x64-glibc@2.5.1/node_modules/@parcel/watcher-linux-x64-glibc,507bd33fb3b2059e15c545ab44253ff92bb84128ff6020d0445daa60f8397c20
detect-libc,1.0.3,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/detect-libc@1.0.3/node_modules/detect-libc,bb418f4fa450f8a418f8fc46c33727edef55aefd54c43ec6a9421a65ca8d9827
@npmcli/config,10.8.1,False,True,redcode/lildax | redcode/redcode,@npmcli/config | @npmcli/config/lib/definitions/index.js,js-or-native-no-declaration-found,no-declaration-resolved,it ships no own .d.ts declaration surface,1,0,0,0,12,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/@npmcli+config@10.8.1/node_modules/@npmcli/config,df0db08dd94766121ae35bf4e9ef0c795b779c476297387e60ff39eebcd0ff0f
treeverse,3.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,4,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/treeverse@3.0.0/node_modules/treeverse,f3f8ef63cba6010d27629a7e08eb87d62ad1f12056d1e6a4e32de79a159a95d4
promise-all-reject-late,1.0.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,2,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/promise-all-reject-late@1.0.1/node_modules/promise-all-reject-late,ef9ce306616fe550aaefdb5d3770bf9d0dddce3b512bca8f1e621f0401850fae
proggy,4.0.0,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,3,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/proggy@4.0.0/node_modules/proggy,fc365eeaab0c30878536a397103e405837e5751b1ba57a31678b4ad63e88f339
parse-conflict-json,5.0.1,False,False,,,js-or-native-no-declaration-found,,,1,0,0,0,1,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/parse-conflict-json@5.0.1/node_modules/parse-conflict-json,b379f166fdb794ff8ebd509946aa8caac4f09c65b74c0ffccee7af8e53eb600a
make-fetch-happen,15.0.6,False,False,,,js-or-native-no-declaration-found,,,3,0,0,0,10,0,/home/cyber/Work/reddb.io/redcode/node_modules/.bun/make-fetch-happen@15.0.6+759ce506b1ed1a42/node_modules/make-fetch-happen,8c60f3dc6aa9d98a286228766dfc00373ef41dc0919cd94cb3a3947601b7a93f
